budget,capacity,terminal,root,node,bc_tr_asp,num_interm_nodes,family_size,category,value
600,min,171,61,45,0.006036491220157679,8,2,dominant,1547363.4369877954
600,min,171,61,21,0.006832417433505095,8,2,dominant,1547363.4369877954
600,min,171,61,1,0.005545783077253334,8,2,dominant,1547363.4369877954
600,min,171,61,46,0.0023068385190232114,8,2,dominant,1547363.4369877954
600,min,171,61,49,0.0025696748780260877,8,2,dominant,1547363.4369877954
600,min,171,61,67,0.0012747032081429485,8,2,dominant,1547363.4369877954
600,min,171,61,66,0.001673844182698967,8,2,dominant,1547363.4369877954
600,min,171,61,64,0.0016138426926344495,8,2,dominant,1547363.4369877954
600,min,172,61,45,0.006036491220157679,8,2,protected,1547363.4369877954
600,min,172,61,21,0.006832417433505095,8,2,protected,1547363.4369877954
600,min,172,61,1,0.005545783077253334,8,2,protected,1547363.4369877954
600,min,172,61,46,0.0023068385190232114,8,2,protected,1547363.4369877954
600,min,172,61,49,0.0025696748780260877,8,2,protected,1547363.4369877954
600,min,172,61,67,0.0012747032081429485,8,2,protected,1547363.4369877954
600,min,172,61,66,0.001673844182698967,8,2,protected,1547363.4369877954
600,min,172,61,64,0.0016138426926344495,8,2,protected,1547363.4369877954
600,min,175,61,46,0.0023068385190232114,5,2,dominant,1490782.0816676219
600,min,175,61,49,0.0025696748780260877,5,2,dominant,1490782.0816676219
600,min,175,61,67,0.0012747032081429485,5,2,dominant,1490782.0816676219
600,min,175,61,66,0.001673844182698967,5,2,dominant,1490782.0816676219
600,min,175,61,64,0.0016138426926344495,5,2,dominant,1490782.0816676219
600,min,176,61,46,0.0023068385190232114,5,2,protected,1424663.0939563294
600,min,176,61,49,0.0025696748780260877,5,2,protected,1424663.0939563294
600,min,176,61,67,0.0012747032081429485,5,2,protected,1424663.0939563294
600,min,176,61,66,0.001673844182698967,5,2,protected,1424663.0939563294
600,min,176,61,64,0.0016138426926344495,5,2,protected,1424663.0939563294
600,min,183,1,48,0.004625416490922056,3,2,dominant,5331335.241171337
600,min,183,1,45,0.006036491220157679,3,2,dominant,5331335.241171337
600,min,183,1,21,0.006832417433505095,3,2,dominant,5331335.241171337
600,min,184,61,48,0.004625416490922056,9,2,protected,1509707.4980108815
600,min,184,61,45,0.006036491220157679,9,2,protected,1509707.4980108815
600,min,184,61,21,0.006832417433505095,9,2,protected,1509707.4980108815
600,min,184,61,1,0.005545783077253334,9,2,protected,1509707.4980108815
600,min,184,61,46,0.0023068385190232114,9,2,protected,1509707.4980108815
600,min,184,61,49,0.0025696748780260877,9,2,protected,1509707.4980108815
600,min,184,61,67,0.0012747032081429485,9,2,protected,1509707.4980108815
600,min,184,61,66,0.001673844182698967,9,2,protected,1509707.4980108815
600,min,184,61,64,0.0016138426926344495,9,2,protected,1509707.4980108815
600,min,188,61,49,0.0025696748780260877,4,2,dominant,1649097.9608766576
600,min,188,61,67,0.0012747032081429485,4,2,dominant,1649097.9608766576
600,min,188,61,66,0.001673844182698967,4,2,dominant,1649097.9608766576
600,min,188,61,64,0.0016138426926344495,4,2,dominant,1649097.9608766576
600,min,203,61,64,0.0016138426926344495,1,1,only_child,1274240.7832184779
600,min,435,301,322,0.008859950926797935,1,3,dominant,2034270.6342483887
600,min,436,301,322,0.008859950926797935,1,3,protected,1495279.198113949
600,min,438,301,322,0.008859950926797935,1,3,protected,1526983.9388657892
600,min,439,301,323,0.013972621682856602,1,2,dominant,1976080.7562109276
600,min,440,301,323,0.013972621682856602,1,2,protected,1484968.5894293578
600,min,443,301,324,0.01285148544158195,3,1,only_child,5461188.642093021
600,min,443,301,309,0.017085785103162103,3,1,only_child,5461188.642093021
600,min,443,301,323,0.013972621682856602,3,1,only_child,5461188.642093021
600,min,455,301,327,0.003304828102632233,4,1,only_child,3122163.8599938015
600,min,455,301,305,0.012383984207085743,4,1,only_child,3122163.8599938015
600,min,455,301,309,0.017085785103162103,4,1,only_child,3122163.8599938015
600,min,455,301,323,0.013972621682856602,4,1,only_child,3122163.8599938015
600,min,464,301,341,0.021042685949379834,2,2,dominant,2986954.9182335846
600,min,464,301,347,0.028667694920679245,2,2,dominant,2986954.9182335846
600,min,476,301,344,0.007572711569701368,4,2,dominant,1463811.7638458095
600,min,476,301,305,0.012383984207085743,4,2,dominant,1463811.7638458095
600,min,476,301,309,0.017085785103162103,4,2,dominant,1463811.7638458095
600,min,476,301,323,0.013972621682856602,4,2,dominant,1463811.7638458095
600,min,480,301,345,0.00769298343512892,4,1,only_child,9821136.967992602
600,min,480,301,305,0.012383984207085743,4,1,only_child,9821136.967992602
600,min,480,301,309,0.017085785103162103,4,1,only_child,9821136.967992602
600,min,480,301,323,0.013972621682856602,4,1,only_child,9821136.967992602
600,min,488,301,347,0.028667694920679245,1,2,dominant,8720063.978964943
600,min,840,601,624,0.0017429782398865965,4,2,dominant,6161306.158584186
600,min,840,601,638,0.006384698441742464,4,2,dominant,6161306.158584186
600,min,840,601,628,0.007640129187979631,4,2,dominant,6161306.158584186
600,min,840,601,633,0.018884346153560678,4,2,dominant,6161306.158584186
600,min,841,601,624,0.0017429782398865965,4,2,protected,1166836.0312769269
600,min,841,601,638,0.006384698441742464,4,2,protected,1166836.0312769269
600,min,841,601,628,0.007640129187979631,4,2,protected,1166836.0312769269
600,min,841,601,633,0.018884346153560678,4,2,protected,1166836.0312769269
600,min,842,601,638,0.006384698441742464,3,1,only_child,9627188.06665995
600,min,842,601,628,0.007640129187979631,3,1,only_child,9627188.06665995
600,min,842,601,633,0.018884346153560678,3,1,only_child,9627188.06665995
600,min,852,601,628,0.007640129187979631,2,3,dominant,2176755.8177108536
600,min,852,601,633,0.018884346153560678,2,3,dominant,2176755.8177108536
600,min,853,601,628,0.007640129187979631,2,3,protected,2039462.2884240944
600,min,853,601,633,0.018884346153560678,2,3,protected,2039462.2884240944
600,min,854,601,628,0.007640129187979631,2,3,protected,1366964.6486146627
600,min,854,601,633,0.018884346153560678,2,3,protected,1366964.6486146627
600,min,855,601,629,0.0042341495793784024,3,1,only_child,2209843.4069064083
600,min,855,601,628,0.007640129187979631,3,1,only_child,2209843.4069064083
600,min,855,601,633,0.018884346153560678,3,1,only_child,2209843.4069064083
600,min,901,601,715,0.0010688462703522749,21,2,protected,4428120.017628127
600,min,901,601,717,0.0007599742085838884,21,2,protected,4428120.017628127
600,min,901,601,706,0.0008813859740299066,21,2,protected,4428120.017628127
600,min,901,601,707,0.0013510655748785552,21,2,protected,4428120.017628127
600,min,901,601,722,0.004120112705616514,21,2,protected,4428120.017628127
600,min,901,601,705,0.002219698071879329,21,2,protected,4428120.017628127
600,min,901,601,723,0.005587315075307755,21,2,protected,4428120.017628127
600,min,901,601,710,0.004170056298629489,21,2,protected,4428120.017628127
600,min,901,601,724,0.0009638097595058982,21,2,protected,4428120.017628127
600,min,901,601,721,0.0011700068719214288,21,2,protected,4428120.017628127
600,min,901,601,716,0.0007284835126982526,21,2,protected,4428120.017628127
600,min,901,601,662,0.0005896746706262842,21,2,protected,4428120.017628127
600,min,901,601,656,0.0006865927774508288,21,2,protected,4428120.017628127
600,min,901,601,668,0.0034206504909427365,21,2,protected,4428120.017628127
600,min,901,601,667,0.0027166684210450636,21,2,protected,4428120.017628127
600,min,901,601,677,0.005950056768836636,21,2,protected,4428120.017628127
600,min,901,601,602,0.008053952488189997,21,2,protected,4428120.017628127
600,min,901,601,674,0.007280610836617844,21,2,protected,4428120.017628127
600,min,901,601,664,0.010900154058003928,21,2,protected,4428120.017628127
600,min,901,601,651,0.016927580982132033,21,2,protected,4428120.017628127
600,min,901,601,661,0.02004145817724897,21,2,protected,4428120.017628127
600,min,902,601,715,0.0010688462703522749,21,2,dominant,8113892.541203884
600,min,902,601,717,0.0007599742085838884,21,2,dominant,8113892.541203884
600,min,902,601,706,0.0008813859740299066,21,2,dominant,8113892.541203884
600,min,902,601,707,0.0013510655748785552,21,2,dominant,8113892.541203884
600,min,902,601,722,0.004120112705616514,21,2,dominant,8113892.541203884
600,min,902,601,705,0.002219698071879329,21,2,dominant,8113892.541203884
600,min,902,601,723,0.005587315075307755,21,2,dominant,8113892.541203884
600,min,902,601,710,0.004170056298629489,21,2,dominant,8113892.541203884
600,min,902,601,724,0.0009638097595058982,21,2,dominant,8113892.541203884
600,min,902,601,721,0.0011700068719214288,21,2,dominant,8113892.541203884
600,min,902,601,716,0.0007284835126982526,21,2,dominant,8113892.541203884
600,min,902,601,662,0.0005896746706262842,21,2,dominant,8113892.541203884
600,min,902,601,656,0.0006865927774508288,21,2,dominant,8113892.541203884
600,min,902,601,668,0.0034206504909427365,21,2,dominant,8113892.541203884
600,min,902,601,667,0.0027166684210450636,21,2,dominant,8113892.541203884
600,min,902,601,677,0.005950056768836636,21,2,dominant,8113892.541203884
600,min,902,601,602,0.008053952488189997,21,2,dominant,8113892.541203884
600,min,902,601,674,0.007280610836617844,21,2,dominant,8113892.541203884
600,min,902,601,664,0.010900154058003928,21,2,dominant,8113892.541203884
600,min,902,601,651,0.016927580982132033,21,2,dominant,8113892.541203884
600,min,902,601,661,0.02004145817724897,21,2,dominant,8113892.541203884
600,min,903,601,722,0.004120112705616514,17,1,only_child,4720751.239980388
600,min,903,601,705,0.002219698071879329,17,1,only_child,4720751.239980388
600,min,903,601,723,0.005587315075307755,17,1,only_child,4720751.239980388
600,min,903,601,710,0.004170056298629489,17,1,only_child,4720751.239980388
600,min,903,601,724,0.0009638097595058982,17,1,only_child,4720751.239980388
600,min,903,601,721,0.0011700068719214288,17,1,only_child,4720751.239980388
600,min,903,601,716,0.0007284835126982526,17,1,only_child,4720751.239980388
600,min,903,601,662,0.0005896746706262842,17,1,only_child,4720751.239980388
600,min,903,601,656,0.0006865927774508288,17,1,only_child,4720751.239980388
600,min,903,601,668,0.0034206504909427365,17,1,only_child,4720751.239980388
600,min,903,601,667,0.0027166684210450636,17,1,only_child,4720751.239980388
600,min,903,601,677,0.005950056768836636,17,1,only_child,4720751.239980388
600,min,903,601,602,0.008053952488189997,17,1,only_child,4720751.239980388
600,min,903,601,674,0.007280610836617844,17,1,only_child,4720751.239980388
600,min,903,601,664,0.010900154058003928,17,1,only_child,4720751.239980388
600,min,903,601,651,0.016927580982132033,17,1,only_child,4720751.239980388
600,min,903,601,661,0.02004145817724897,17,1,only_child,4720751.239980388
600,min,905,608,718,0.00034163569794847383,1,1,only_child,6189299.534621126
600,min,907,608,720,0.001088936711536942,10,1,only_child,9249764.232243523
600,min,907,608,609,0.001054413362467129,10,1,only_child,9249764.232243523
600,min,907,608,723,0.005587315075307755,10,1,only_child,9249764.232243523
600,min,907,608,705,0.002219698071879329,10,1,only_child,9249764.232243523
600,min,907,608,722,0.004120112705616514,10,1,only_child,9249764.232243523
600,min,907,608,707,0.0013510655748785552,10,1,only_child,9249764.232243523
600,min,907,608,706,0.0008813859740299066,10,1,only_child,9249764.232243523
600,min,907,608,717,0.0007599742085838884,10,1,only_child,9249764.232243523
600,min,907,608,708,0.0004013452910228706,10,1,only_child,9249764.232243523
600,min,907,608,718,0.00034163569794847383,10,1,only_child,9249764.232243523
600,min,908,608,703,9.04960799768793e-05,3,1,only_child,6540095.451359273
600,min,908,608,708,0.0004013452910228706,3,1,only_child,6540095.451359273
600,min,908,608,718,0.00034163569794847383,3,1,only_child,6540095.451359273
600,min,910,601,716,0.0007284835126982526,11,2,dominant,3261246.5057023107
600,min,910,601,662,0.0005896746706262842,11,2,dominant,3261246.5057023107
600,min,910,601,656,0.0006865927774508288,11,2,dominant,3261246.5057023107
600,min,910,601,668,0.0034206504909427365,11,2,dominant,3261246.5057023107
600,min,910,601,667,0.0027166684210450636,11,2,dominant,3261246.5057023107
600,min,910,601,677,0.005950056768836636,11,2,dominant,3261246.5057023107
600,min,910,601,602,0.008053952488189997,11,2,dominant,3261246.5057023107
600,min,910,601,674,0.007280610836617844,11,2,dominant,3261246.5057023107
600,min,910,601,664,0.010900154058003928,11,2,dominant,3261246.5057023107
600,min,910,601,651,0.016927580982132033,11,2,dominant,3261246.5057023107
600,min,910,601,661,0.02004145817724897,11,2,dominant,3261246.5057023107
600,min,912,601,710,0.004170056298629489,14,2,dominant,7977881.458007641
600,min,912,601,724,0.0009638097595058982,14,2,dominant,7977881.458007641
600,min,912,601,721,0.0011700068719214288,14,2,dominant,7977881.458007641
600,min,912,601,716,0.0007284835126982526,14,2,dominant,7977881.458007641
600,min,912,601,662,0.0005896746706262842,14,2,dominant,7977881.458007641
600,min,912,601,656,0.0006865927774508288,14,2,dominant,7977881.458007641
600,min,912,601,668,0.0034206504909427365,14,2,dominant,7977881.458007641
600,min,912,601,667,0.0027166684210450636,14,2,dominant,7977881.458007641
600,min,912,601,677,0.005950056768836636,14,2,dominant,7977881.458007641
600,min,912,601,602,0.008053952488189997,14,2,dominant,7977881.458007641
600,min,912,601,674,0.007280610836617844,14,2,dominant,7977881.458007641
600,min,912,601,664,0.010900154058003928,14,2,dominant,7977881.458007641
600,min,912,601,651,0.016927580982132033,14,2,dominant,7977881.458007641
600,min,912,601,661,0.02004145817724897,14,2,dominant,7977881.458007641
600,min,913,601,706,0.0008813859740299066,19,1,only_child,3333273.6205978887
600,min,913,601,707,0.0013510655748785552,19,1,only_child,3333273.6205978887
600,min,913,601,722,0.004120112705616514,19,1,only_child,3333273.6205978887
600,min,913,601,705,0.002219698071879329,19,1,only_child,3333273.6205978887
600,min,913,601,723,0.005587315075307755,19,1,only_child,3333273.6205978887
600,min,913,601,710,0.004170056298629489,19,1,only_child,3333273.6205978887
600,min,913,601,724,0.0009638097595058982,19,1,only_child,3333273.6205978887
600,min,913,601,721,0.0011700068719214288,19,1,only_child,3333273.6205978887
600,min,913,601,716,0.0007284835126982526,19,1,only_child,3333273.6205978887
600,min,913,601,662,0.0005896746706262842,19,1,only_child,3333273.6205978887
600,min,913,601,656,0.0006865927774508288,19,1,only_child,3333273.6205978887
600,min,913,601,668,0.0034206504909427365,19,1,only_child,3333273.6205978887
600,min,913,601,667,0.0027166684210450636,19,1,only_child,3333273.6205978887
600,min,913,601,677,0.005950056768836636,19,1,only_child,3333273.6205978887
600,min,913,601,602,0.008053952488189997,19,1,only_child,3333273.6205978887
600,min,913,601,674,0.007280610836617844,19,1,only_child,3333273.6205978887
600,min,913,601,664,0.010900154058003928,19,1,only_child,3333273.6205978887
600,min,913,601,651,0.016927580982132033,19,1,only_child,3333273.6205978887
600,min,913,601,661,0.02004145817724897,19,1,only_child,3333273.6205978887
600,min,914,601,705,0.002219698071879329,16,1,only_child,3264217.8095894605
600,min,914,601,723,0.005587315075307755,16,1,only_child,3264217.8095894605
600,min,914,601,710,0.004170056298629489,16,1,only_child,3264217.8095894605
600,min,914,601,724,0.0009638097595058982,16,1,only_child,3264217.8095894605
600,min,914,601,721,0.0011700068719214288,16,1,only_child,3264217.8095894605
600,min,914,601,716,0.0007284835126982526,16,1,only_child,3264217.8095894605
600,min,914,601,662,0.0005896746706262842,16,1,only_child,3264217.8095894605
600,min,914,601,656,0.0006865927774508288,16,1,only_child,3264217.8095894605
600,min,914,601,668,0.0034206504909427365,16,1,only_child,3264217.8095894605
600,min,914,601,667,0.0027166684210450636,16,1,only_child,3264217.8095894605
600,min,914,601,677,0.005950056768836636,16,1,only_child,3264217.8095894605
600,min,914,601,602,0.008053952488189997,16,1,only_child,3264217.8095894605
600,min,914,601,674,0.007280610836617844,16,1,only_child,3264217.8095894605
600,min,914,601,664,0.010900154058003928,16,1,only_child,3264217.8095894605
600,min,914,601,651,0.016927580982132033,16,1,only_child,3264217.8095894605
600,min,914,601,661,0.02004145817724897,16,1,only_child,3264217.8095894605
600,min,951,601,674,0.007280610836617844,4,1,only_child,2083084.4154608687
600,min,951,601,664,0.010900154058003928,4,1,only_child,2083084.4154608687
600,min,951,601,651,0.016927580982132033,4,1,only_child,2083084.4154608687
600,min,951,601,661,0.02004145817724897,4,1,only_child,2083084.4154608687
600,min,952,602,652,0.030712533223626683,4,1,only_child,6987594.471884625
600,min,952,602,675,0.006073910475107189,4,1,only_child,6987594.471884625
600,min,952,602,664,0.010900154058003928,4,1,only_child,6987594.471884625
600,min,952,602,674,0.007280610836617844,4,1,only_child,6987594.471884625
600,min,957,601,672,0.00041638229924722143,4,2,protected,1185845.271996006
600,min,957,601,660,0.0016029757213909164,4,2,protected,1185845.271996006
600,min,957,601,651,0.016927580982132033,4,2,protected,1185845.271996006
600,min,957,601,661,0.02004145817724897,4,2,protected,1185845.271996006
600,min,958,601,672,0.00041638229924722143,4,2,dominant,2082035.927017199
600,min,958,601,660,0.0016029757213909164,4,2,dominant,2082035.927017199
600,min,958,601,651,0.016927580982132033,4,2,dominant,2082035.927017199
600,min,958,601,661,0.02004145817724897,4,2,dominant,2082035.927017199
600,min,1201,1141,1159,0.007838428649745885,2,2,dominant,4281828.518474847
600,min,1201,1141,1137,0.0034362743471360014,2,2,dominant,4281828.518474847
600,min,1203,1101,1149,0.005947318318252017,3,2,dominant,3410557.2963541704
600,min,1203,1101,1170,0.0017490482405797744,3,2,dominant,3410557.2963541704
600,min,1203,1101,1140,0.0053013731308483875,3,2,dominant,3410557.2963541704
600,min,1204,1101,1149,0.005947318318252017,3,2,protected,2083325.26998618
600,min,1204,1101,1170,0.0017490482405797744,3,2,protected,2083325.26998618
600,min,1204,1101,1140,0.0053013731308483875,3,2,protected,2083325.26998618
600,min,1206,1141,1161,0.00556619917425607,1,2,dominant,4553721.695298969
600,min,1208,1101,1144,0.0024637522210621383,2,2,dominant,3653656.383812139
600,min,1208,1101,1140,0.0053013731308483875,2,2,dominant,3653656.383812139
600,min,1209,1101,1144,0.0024637522210621383,2,2,protected,2294490.6708364813
600,min,1209,1101,1140,0.0053013731308483875,2,2,protected,2294490.6708364813
600,min,1212,301,1134,0.004848653831037993,8,2,protected,3940682.067572092
600,min,1212,301,1155,0.002583580849206355,8,2,protected,3940682.067572092
600,min,1212,301,1154,0.007381079989487156,8,2,protected,3940682.067572092
600,min,1212,301,1156,0.008679280900039719,8,2,protected,3940682.067572092
600,min,1212,301,1136,0.014606611935580391,8,2,protected,3940682.067572092
600,min,1212,301,324,0.01285148544158195,8,2,protected,3940682.067572092
600,min,1212,301,309,0.017085785103162103,8,2,protected,3940682.067572092
600,min,1212,301,323,0.013972621682856602,8,2,protected,3940682.067572092
600,min,1213,301,1162,0.005580013176961553,6,2,dominant,5385513.131008648
600,min,1213,301,1156,0.008679280900039719,6,2,dominant,5385513.131008648
600,min,1213,301,1136,0.014606611935580391,6,2,dominant,5385513.131008648
600,min,1213,301,324,0.01285148544158195,6,2,dominant,5385513.131008648
600,min,1213,301,309,0.017085785103162103,6,2,dominant,5385513.131008648
600,min,1213,301,323,0.013972621682856602,6,2,dominant,5385513.131008648
600,min,1215,1141,1155,0.002583580849206355,6,2,dominant,2706917.608174522
600,min,1215,1141,1154,0.007381079989487156,6,2,dominant,2706917.608174522
600,min,1215,1141,1156,0.008679280900039719,6,2,dominant,2706917.608174522
600,min,1215,1141,1136,0.014606611935580391,6,2,dominant,2706917.608174522
600,min,1215,1141,1159,0.007838428649745885,6,2,dominant,2706917.608174522
600,min,1215,1141,1137,0.0034362743471360014,6,2,dominant,2706917.608174522
600,min,1216,301,1134,0.004848653831037993,8,2,dominant,4409485.134311849
600,min,1216,301,1155,0.002583580849206355,8,2,dominant,4409485.134311849
600,min,1216,301,1154,0.007381079989487156,8,2,dominant,4409485.134311849
600,min,1216,301,1156,0.008679280900039719,8,2,dominant,4409485.134311849
600,min,1216,301,1136,0.014606611935580391,8,2,dominant,4409485.134311849
600,min,1216,301,324,0.01285148544158195,8,2,dominant,4409485.134311849
600,min,1216,301,309,0.017085785103162103,8,2,dominant,4409485.134311849
600,min,1216,301,323,0.013972621682856602,8,2,dominant,4409485.134311849
600,min,1219,1141,1133,0.004297022910830586,6,1,only_child,6674770.520014013
600,min,1219,1141,1154,0.007381079989487156,6,1,only_child,6674770.520014013
600,min,1219,1141,1156,0.008679280900039719,6,1,only_child,6674770.520014013
600,min,1219,1141,1136,0.014606611935580391,6,1,only_child,6674770.520014013
600,min,1219,1141,1159,0.007838428649745885,6,1,only_child,6674770.520014013
600,min,1219,1141,1137,0.0034362743471360014,6,1,only_child,6674770.520014013
600,min,1220,1141,1156,0.008679280900039719,4,1,only_child,8235622.812558777
600,min,1220,1141,1136,0.014606611935580391,4,1,only_child,8235622.812558777
600,min,1220,1141,1159,0.007838428649745885,4,1,only_child,8235622.812558777
600,min,1220,1141,1137,0.0034362743471360014,4,1,only_child,8235622.812558777
600,min,1501,1101,1304,0.00010580289203441629,3,2,protected,1295722.6711277785
600,min,1501,1101,1303,0.00033114430496212214,3,2,protected,1295722.6711277785
600,min,1501,1101,1302,0.00032661676014961925,3,2,protected,1295722.6711277785
600,min,1502,1101,1304,0.00010580289203441629,3,2,dominant,4368680.217552811
600,min,1502,1101,1303,0.00033114430496212214,3,2,dominant,4368680.217552811
600,min,1502,1101,1302,0.00032661676014961925,3,2,dominant,4368680.217552811
600,min,1504,1101,1305,0.0002394920766580138,3,1,only_child,4250965.866654093
600,min,1504,1101,1303,0.00033114430496212214,3,1,only_child,4250965.866654093
600,min,1504,1101,1302,0.00032661676014961925,3,1,only_child,4250965.866654093
600,min,1505,1101,1307,2.185071474119569e-05,5,1,only_child,4486881.57252813
600,min,1505,1101,1306,8.673120336967739e-05,5,1,only_child,4486881.57252813
600,min,1505,1101,1305,0.0002394920766580138,5,1,only_child,4486881.57252813
600,min,1505,1101,1303,0.00033114430496212214,5,1,only_child,4486881.57252813
600,min,1505,1101,1302,0.00032661676014961925,5,1,only_child,4486881.57252813
600,min,1507,1101,1309,2.3928326720987134e-05,5,1,only_child,3306136.6901630126
600,min,1507,1101,1315,9.881096741115807e-05,5,1,only_child,3306136.6901630126
600,min,1507,1101,1305,0.0002394920766580138,5,1,only_child,3306136.6901630126
600,min,1507,1101,1303,0.00033114430496212214,5,1,only_child,3306136.6901630126
600,min,1507,1101,1302,0.00032661676014961925,5,1,only_child,3306136.6901630126
600,min,1508,1101,1310,8.845739607181271e-06,6,1,only_child,2968562.5904769744
600,min,1508,1101,1309,2.3928326720987134e-05,6,1,only_child,2968562.5904769744
600,min,1508,1101,1315,9.881096741115807e-05,6,1,only_child,2968562.5904769744
600,min,1508,1101,1305,0.0002394920766580138,6,1,only_child,2968562.5904769744
600,min,1508,1101,1303,0.00033114430496212214,6,1,only_child,2968562.5904769744
600,min,1508,1101,1302,0.00032661676014961925,6,1,only_child,2968562.5904769744
600,min,1510,1319,1318,7.866912174663314e-05,1,2,dominant,4014897.7007627855
600,min,1513,1319,1325,5.451767571273826e-06,1,2,dominant,3023686.2749435664
600,min,1514,1314,1328,1.7710336924884973e-05,3,1,only_child,2287307.1421461073
600,min,1514,1314,1327,1.675987437709115e-05,3,1,only_child,2287307.1421461073
600,min,1514,1314,1321,1.675987437709115e-05,3,1,only_child,2287307.1421461073
600,min,1515,1314,1329,2.0602557796790172e-05,4,2,protected,3548115.41913308
600,min,1515,1314,1328,1.7710336924884973e-05,4,2,protected,3548115.41913308
600,min,1515,1314,1327,1.675987437709115e-05,4,2,protected,3548115.41913308
600,min,1515,1314,1321,1.675987437709115e-05,4,2,protected,3548115.41913308
600,min,1516,1314,1329,2.0602557796790172e-05,4,2,dominant,3875322.243175834
600,min,1516,1314,1328,1.7710336924884973e-05,4,2,dominant,3875322.243175834
600,min,1516,1314,1327,1.675987437709115e-05,4,2,dominant,3875322.243175834
600,min,1516,1314,1321,1.675987437709115e-05,4,2,dominant,3875322.243175834
600,min,1517,1314,1330,2.208074830516835e-05,5,2,dominant,5213466.865355137
600,min,1517,1314,1329,2.0602557796790172e-05,5,2,dominant,5213466.865355137
600,min,1517,1314,1328,1.7710336924884973e-05,5,2,dominant,5213466.865355137
600,min,1517,1314,1327,1.675987437709115e-05,5,2,dominant,5213466.865355137
600,min,1517,1314,1321,1.675987437709115e-05,5,2,dominant,5213466.865355137
600,min,1520,1319,1345,4.4943874072392346e-06,4,2,protected,1964672.9751332444
600,min,1520,1319,1346,2.359750361823166e-05,4,2,protected,1964672.9751332444
600,min,1520,1319,1350,1.6905044228416487e-05,4,2,protected,1964672.9751332444
600,min,1520,1319,1351,2.1621315008823058e-05,4,2,protected,1964672.9751332444
600,min,1521,1319,1345,4.4943874072392346e-06,4,2,dominant,3684664.134005235
600,min,1521,1319,1346,2.359750361823166e-05,4,2,dominant,3684664.134005235
600,min,1521,1319,1350,1.6905044228416487e-05,4,2,dominant,3684664.134005235
600,min,1521,1319,1351,2.1621315008823058e-05,4,2,dominant,3684664.134005235
600,min,1522,1319,1346,2.359750361823166e-05,3,2,dominant,2549166.166102058
600,min,1522,1319,1350,1.6905044228416487e-05,3,2,dominant,2549166.166102058
600,min,1522,1319,1351,2.1621315008823058e-05,3,2,dominant,2549166.166102058
600,min,1523,1319,1346,2.359750361823166e-05,3,2,protected,2548676.6008694666
600,min,1523,1319,1350,1.6905044228416487e-05,3,2,protected,2548676.6008694666
600,min,1523,1319,1351,2.1621315008823058e-05,3,2,protected,2548676.6008694666
600,min,1527,1319,1351,2.1621315008823058e-05,1,2,dominant,4021824.0111616314
600,min,1528,1319,1351,2.1621315008823058e-05,1,2,protected,1266857.7506614786
600,min,1529,1314,1352,7.940161879155581e-06,1,3,dominant,2219448.139242879
600,min,1530,1314,1352,7.940161879155581e-06,1,3,protected,2202328.251107255
600,min,1531,1314,1352,7.940161879155581e-06,1,3,protected,1809902.867363287
600,min,1534,1301,1354,4.64516336215709e-06,2,3,protected,1479316.1488403527
600,min,1534,1301,1355,1.043577588192087e-05,2,3,protected,1479316.1488403527
600,min,1535,1301,1354,4.64516336215709e-06,2,3,protected,2495000.390292799
600,min,1535,1301,1355,1.043577588192087e-05,2,3,protected,2495000.390292799
600,min,1536,1301,1355,1.043577588192087e-05,1,3,protected,1488838.1012193344
600,min,1537,1301,1355,1.043577588192087e-05,1,3,dominant,2536803.7478021136
600,min,1538,1301,1355,1.043577588192087e-05,1,3,protected,2458328.434222925
600,min,1554,1301,1379,3.232839987360165e-05,1,2,protected,2622012.7855850062
600,min,1555,1380,1379,3.232839987360165e-05,1,2,dominant,3319754.3288836763
600,min,1556,1301,1389,3.6156499699931877e-06,6,2,dominant,4637351.98430443
600,min,1556,1301,1388,2.1520753236098474e-05,6,2,dominant,4637351.98430443
600,min,1556,1301,1387,2.0940147550875228e-05,6,2,dominant,4637351.98430443
600,min,1556,1301,1385,1.9301810192250834e-05,6,2,dominant,4637351.98430443
600,min,1556,1301,1380,2.6640785485452868e-05,6,2,dominant,4637351.98430443
600,min,1556,1301,1379,3.232839987360165e-05,6,2,dominant,4637351.98430443
600,min,1558,1301,1388,2.1520753236098474e-05,5,1,only_child,3477991.1956484336
600,min,1558,1301,1387,2.0940147550875228e-05,5,1,only_child,3477991.1956484336
600,min,1558,1301,1385,1.9301810192250834e-05,5,1,only_child,3477991.1956484336
600,min,1558,1301,1380,2.6640785485452868e-05,5,1,only_child,3477991.1956484336
600,min,1558,1301,1379,3.232839987360165e-05,5,1,only_child,3477991.1956484336
600,min,1561,1301,1387,2.0940147550875228e-05,4,2,dominant,4421719.520266668
600,min,1561,1301,1385,1.9301810192250834e-05,4,2,dominant,4421719.520266668
600,min,1561,1301,1380,2.6640785485452868e-05,4,2,dominant,4421719.520266668
600,min,1561,1301,1379,3.232839987360165e-05,4,2,dominant,4421719.520266668
600,min,1562,1301,1387,2.0940147550875228e-05,4,2,protected,3478622.6392206284
600,min,1562,1301,1385,1.9301810192250834e-05,4,2,protected,3478622.6392206284
600,min,1562,1301,1380,2.6640785485452868e-05,4,2,protected,3478622.6392206284
600,min,1562,1301,1379,3.232839987360165e-05,4,2,protected,3478622.6392206284
